	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	STAMINA_COST	IS_MAJOR	EXP_REWARD	STAGE_ONE	STAGE_TWO	STAGE_THREE	PRIMARY_LOOT	SECONDARY_LOOT
22-9	138	5	CYAN	14	1	1068	SNIPER_WOLF,STOWAWAY,DRAGZILLA,BURNT_ONE,SPIDER_QUEEN,NINJA_DWARF	VOID_WYVERN,DARK_DRACUL,MOON_DRAKE,TRIPLE_THREAT,SPECTRAL_DRAGON,SPIKEY_DRAGON	GENIE,HYDRA,PLAGUE_ENTREPRENEUR,BONE_DRAGON,SKELETON_KING,[boss]KARAOKE_KING	SHARD_REEL_FEATHER_WEIGHT_FOIL,SHARD_REEL_ROCKET_CLOAK,SHARD_REEL_TRIASSIC_TRINKET,SHARD_REEL_FLATTERING_MIRROR	SHARD_REEL_FEATHER_WEIGHT_FOIL,SHARD_REEL_ROCKET_CLOAK,SHARD_REEL_TRIASSIC_TRINKET,SHARD_REEL_FLATTERING_MIRROR
22-12	139	5	CYAN	14	1	1073	CURSED_STATUE,VOID_WYVERN,CATAPULT_KNIGHT,SKELETON_KING,GENIE,KARAOKE_KING	ETERNAL_ENCHANTER,CRIMSON_WITCH,DRAGON_SLAYER,UNSTABLE_UNDERSTUDY,COSMIC_ELF,BULWARK_ANGEL	NPC_FIRE_IMP,NPC_FIRE_IMP,BURNT_ONE,TRIPLE_THREAT,CYCLOPS_WIZARD,[boss]SOJOURNER_SORCERESS	SHARD_REEL_TOME_OF_CURSED_HORTICULTURE,SHARD_REEL_ANCIENT_CODE,SHARD_REEL_RUBY_FLIP_FLOPS,SHARD_REEL_BLUNT_BLADE	SHARD_REEL_TOME_OF_CURSED_HORTICULTURE,SHARD_REEL_ANCIENT_CODE,SHARD_REEL_RUBY_FLIP_FLOPS,SHARD_REEL_BLUNT_BLADE
22-15	140	5	CYAN	14	1	1078	KRAKEN_KING,HYDRA,DEEP_DRAGON,NPC_HEAD_CRAB,AQUATIC_MAN,NPC_CLOUD_MONSTER	CYCLOPS_WIZARD,MOON_DRAKE,PLANT_SOUL,MEDUSA,SPIDER_QUEEN,VOID_WYVERN	DUNGEON_MAN,LAST_DEFENDER,DARK_HORSE,DRAGON_SLAYER,KARAOKE_KING,[boss]SOJOURNER_SORCERESS	SHARD_REEL_ESCUTCHEON_OF_EYES,SHARD_REEL_BLACKSMITH_BREW,SHARD_REEL_PURIFICATION_ROBE,SHARD_REEL_LOST_GREAVES	SHARD_REEL_ESCUTCHEON_OF_EYES,SHARD_REEL_BLACKSMITH_BREW,SHARD_REEL_PURIFICATION_ROBE,SHARD_REEL_LOST_GREAVES
22-18	140	5	CYAN	14	1	1084	VILE_BILE,LAST_DEFENDER,DWARVEN_ARCHER,HYDRA,SNAP_DRAGON,PLAGUE_ENTREPRENEUR	BONE_DRAGON,MOON_DRAKE,DARK_HORSE,ANGEL_DRAGON,TOMB_ANGEL,SOJOURNER_SORCERESS	DRAGON_SLAYER,WEE_WITCH,CYCLOPS_WIZARD,VOID_WYVERN,COSMIC_ELF,[boss]KARAOKE_KING	SHARD_REEL_SOUL_FOR_POWER_VOLUME_45,SHARD_REEL_FEATHER_WEIGHT_PAULDRONS,SHARD_REEL_DENSE_CAKE_OF_HATE,SHARD_POISONED_DAGGER	SHARD_REEL_SOUL_FOR_POWER_VOLUME_45,SHARD_REEL_FEATHER_WEIGHT_PAULDRONS,SHARD_REEL_DENSE_CAKE_OF_HATE
23-0	141	5	CYAN_1	14	1	1085	POLEMASTER,SAVAGE_CUTIE,NPC_CRYSTAL_LIZARD,NPC_CRYSTAL_LIZARD,UNSTABLE_UNDERSTUDY,DRAGZILLA	NPC_CRYSTAL_LIZARD,PLANT_SOUL,DRUIDINATRIX,NPC_CRYSTAL_LIZARD,MOON_DRAKE,MAGIC_DRAGON	UNICORGI,NINJA_DWARF,VULTURE_DRAGON,NPC_CRYSTAL_LIZARD,BONE_DRAGON,[boss]SHADOW_OF_SVEN	SHARD_REEL_SWORD_OF_DESPAIR,SHARD_LAZARUS_BEANS,SHARD_CREATINE_CACTUS,SHARD_MUNDANE_MUSHROOMS	SHARD_REEL_SWORD_OF_DESPAIR,SHARD_LAZARUS_BEANS,SHARD_REEL_SWORD_OF_DESPAIR,SHARD_LAZARUS_BEANS,SHARD_REEL_CLOAK_OF_THE_OWL
23-3	142	5	CYAN_1	14	1	1091	ELECTROYETI,ZOMBIE_SQUIRE,GRAND_HUNTRESS,DOPPELGANGER,HYDRA,MOON_DRAKE	SATYR,NPC_POTTED_PLANT,DARK_DRACUL,NPC_HEALER_SPRITE,SPECTRAL_DRAGON,WEREDRAGON	SNAP_DRAGON,RAGING_REVENANT,NPC_CRYSTAL_LIZARD,COSMIC_ELF,CATAPULT_KNIGHT,[boss]SUN_SEEKER	SHARD_REEL_RING_OF_TEMPTATION,SHARD_GAUNTLET_OF_THRONE,SHARD_REEL_DENSE_CAKE_OF_HATE,SHARD_THE_HUSTLE	SHARD_REEL_RING_OF_TEMPTATION,SHARD_GAUNTLET_OF_THRONE,SHARD_REEL_DENSE_CAKE_OF_HATE,SHARD_REEL_RING_OF_TEMPTATION,SHARD_GAUNTLET_OF_THRONE,SHARD_REEL_FLOPPIN_FLIP_FLOPS
23-6	143	5	CYAN_1	14	1	1096	NPC_CRYSTAL_LIZARD,ROLLER_WARRIOR,SATYR,DEEP_DRAGON,SNAP_DRAGON,STOWAWAY	POLEMASTER,NPC_HEAD_CRAB,NPC_WILDLING_SNIPER,NPC_WILDLING_SNIPER,SPECTRAL_DRAGON,ANGEL_DRAGON	DARK_HORSE,ZOMBIE_SQUIRE,UNICORGI,CATAPULT_KNIGHT,NPC_HEALER_SPRITE,[boss]BROZERKER	SHARD_REEL_MAI_TAI_OF_IMMUNITY,SHARD_BOOK_OF_IRMAC,SHARD_REEL_TRIASSIC_TRINKET,SHARD_GROUND_GEARS	SHARD_REEL_MAI_TAI_OF_IMMUNITY,SHARD_BOOK_OF_IRMAC,SHARD_REEL_TRIASSIC_TRINKET,SHARD_REEL_MAI_TAI_OF_IMMUNITY,SHARD_BOOK_OF_IRMAC,SHARD_REEL_HEART_HEALTH_CANDY
23-9	143	5	CYAN_1	14	1	1101	VULTURE_DRAGON,SAVAGE_CUTIE,NPC_CRYSTAL_LIZARD,NPC_CRYSTAL_LIZARD,CATAPULT_KNIGHT,ANGELIC_HERALD	NINJA_DWARF,TRIPLE_THREAT,SKELETON_KING,DWARVEN_ARCHER,DEEP_DRAGON,SHADOW_ASSASSIN	RAGING_REVENANT,SNAP_DRAGON,SPIDER_QUEEN,CENTAUR_OF_ATTENTION,UNICORGI,[boss]DRAGON_SLAYER	SHARD_REEL_BRACELET_OF_LIGHTNING,SHARD_GOLDEN_SLINGSHOT,SHARD_REEL_RUBY_FLIP_FLOPS,SHARD_REEL_ANCIENT_CODE	SHARD_REEL_BRACELET_OF_LIGHTNING,SHARD_GOLDEN_SLINGSHOT,SHARD_REEL_RUBY_FLIP_FLOPS,SHARD_LOST_CONCEPT_ART,SHARD_LOST_CONCEPT_ART
23-12	144	5	CYAN_1	14	1	1106	NPC_SHARK,NINJA_DWARF,NPC_CRYSTAL_LIZARD,ANGELIC_HERALD,DRAGZILLA,FAITH_HEALER	DARK_HORSE,COSMIC_ELF,ELECTROYETI,NPC_ICE_GOLEM,VOID_WYVERN,ANGEL_DRAGON	NPC_KAMIKAZE_GNOME,STOWAWAY,PIRATE,CENTAUR_OF_ATTENTION,NPC_CRYSTAL_LIZARD,[boss]PLANT_SOUL	SHARD_REEL_HELMET_OF_FORESIGHT,SHARD_PHOENIX_TALISMAN,SHARD_CRUDE_SNIPPERS,SHARD_REEL_BLACKSMITH_BREW	SHARD_REEL_HELMET_OF_FORESIGHT,SHARD_PHOENIX_TALISMAN,SHARD_CRUDE_SNIPPERS,SHARD_PHOENIX_TALISMAN,SHARD_LIGHTNING_GREASE,SHARD_LIGHTNING_GREASE
23-15	145	5	CYAN_1	14	1	1112	NPC_INFERNO_SPIDER,MINOTAUR,NPC_CRYSTAL_LIZARD,DUST_DEVIL,NPC_HEAD_CRAB,VOID_WYVERN	DARK_HORSE,AQUATIC_MAN,KRAKEN_KING,DWARVEN_ARCHER,DEEP_DRAGON,CRIMSON_WITCH	SAVAGE_CUTIE,SATYR,DRUIDINATRIX,UNSTABLE_UNDERSTUDY,ANGEL_DRAGON,[boss]SUN_SEEKER	SHARD_REEL_DRAGONS_BLADE,SHARD_CAT_O_NINE_TAILS,SHARD_REEL_PURIFICATION_ROBE,SHARD_REEL_FEATHER_WEIGHT_PAULDRONS	SHARD_REEL_DRAGONS_BLADE,SHARD_CAT_O_NINE_TAILS,SHARD_REEL_PURIFICATION_ROBE,SHARD_PHAT_PANTS,SHARD_PHAT_PANTS
23-18	145	5	CYAN_1	14	1	1117	MEDUSA,SNAP_DRAGON,SPIKEY_DRAGON,LAST_DEFENDER,UNICORGI,BROZERKER	DRUIDINATRIX,DRAGON_LADY,NPC_CRYSTAL_LIZARD,MAGIC_DRAGON,DWARVEN_ARCHER,GENIE	FAITH_HEALER,NPC_CRYSTAL_LIZARD,NPC_CRYSTAL_LIZARD,BONE_DRAGON,DARK_DRACUL,[boss]SHADOW_OF_SVEN	SHARD_REEL_GREAVES_OF_PLEIAS,SHARD_REEL_WRAITH_BARRIER,SHARD_MAD_GODS_MUG,SHARD_REEL_ROCKET_CLOAK	SHARD_REEL_GREAVES_OF_PLEIAS,SHARD_REEL_WRAITH_BARRIER,SHARD_MAD_GODS_MUG,SHARD_REEL_WRAITH_BARRIER,SHARD_HEAL_AID,SHARD_HEAL_AID
24-0	146	5	CYAN_2	14	1	1117	UNICORGI,NPC_BREAKER_MKII,NPC_BREAKER_MKII,NPC_WILDLING_ARCHER,CYCLOPS_WIZARD,MAGIC_DRAGON	SAVAGE_CUTIE,NPC_ANT,NPC_BUFF_SPRITE,GROOVY_DRUID,NPC_WILDLING_SNIPER,NPC_BREAKER_MKII	SILENT_SPIRIT,PLANT_SOUL,NPC_BREAKER_MKII,NPC_MUSHROOM,SPIKEY_DRAGON,[boss]UNRIPE_MYTHOLOGY	SHARD_REEL_BONE_CRUSHING_PLIERS,SHARD_FAMILIAR_ENERGY_TANK,SHARD_GIANTS_GROG,SHARD_AGED_DRAGON_MILK	SHARD_REEL_BONE_CRUSHING_PLIERS,SHARD_FAMILIAR_ENERGY_TANK,SHARD_REEL_BONE_CRUSHING_PLIERS,SHARD_FAMILIAR_ENERGY_TANK,SHARD_REEL_LOST_GREAVES
24-3	147	5	CYAN_2	14	1	1117	NPC_SHARK,NPC_LYING_LANTERN,NPC_MYSTIC_WILDLING,KRAKEN_KING,MAGIC_DRAGON,ANGELIC_HERALD	NPC_BREAKER_MKII,ELECTROYETI,BURNT_ONE,HYDRA,SPECTRAL_DRAGON,SHADOW_ASSASSIN	SILENT_SPIRIT,BROZERKER,NPC_ANT,NPC_SQUID,NPC_SCARECROW,[boss]UNRIPE_MYTHOLOGY	SHARD_REEL_MYSTERIOUS_EGG,SHARD_DOUBLE_AXE,SHARD_REEL_HEART_HAT,SHARD_POISONED_DAGGER	SHARD_REEL_MYSTERIOUS_EGG,SHARD_DOUBLE_AXE,SHARD_REEL_HEART_HAT,SHARD_REEL_MYSTERIOUS_EGG,SHARD_DOUBLE_AXE,SHARD_REEL_FLATTERING_MIRROR
24-6	148	5	CYAN_2	14	1	1117	DRUIDINATRIX,RAGING_REVENANT,NPC_BREAKER_MKII,NPC_BREAKER_MKII,NPC_MUSHROOM,CURSED_STATUE	SPIDER_QUEEN,NINJA_DWARF,POLEMASTER,CYCLOPS_WIZARD,NPC_MYSTIC_WILDLING,TOMB_ANGEL	ZOMBIE_SQUIRE,NPC_ANT,MISTRESS_MANICURE,BURNT_ONE,PIRATE,[boss]BLACK_WING	SHARD_REEL_MAGICAL_PEST_MAST,SHARD_DEVILS_POT,SHARD_REEL_OGRES_BATTERING_RAM,SHARD_RINGS_OF_A_FEATHER	SHARD_REEL_MAGICAL_PEST_MAST,SHARD_DEVILS_POT,SHARD_REEL_OGRES_BATTERING_RAM,SHARD_REEL_MAGICAL_PEST_MAST,SHARD_DEVILS_POT,SHARD_REEL_BLUNT_BLADE
24-9	148	5	CYAN_2	14	1	1117	NPC_INFERNO_SPIDER,NPC_SHARK,NPC_MYSTIC_WILDLING,RABID_DRAGON,VOID_WYVERN,MOON_DRAKE	NPC_KAMIKAZE_GNOME,NPC_CAULDRON_MONSTER,BANSHEE,NPC_BUFF_SPRITE,DEEP_DRAGON,NPC_MUSHROOM	NPC_BREAKER_MKII,VILE_BILE,NPC_BREAKER_MKII,CYCLOPS_WIZARD,NPC_BREAKER_MKII,[boss]BLACK_WING	SHARD_REEL_STEAM_ENGINE,SHARD_NAUGHTY_TAPESTRY,SHARD_REEL_COG_NITIVE_MASK,SHARD_REEL_TOME_OF_CURSED_HORTICULTURE	SHARD_REEL_STEAM_ENGINE,SHARD_NAUGHTY_TAPESTRY,SHARD_REEL_COG_NITIVE_MASK,SHARD_TIME_KILLER,SHARD_TIME_KILLER
24-12	149	5	CYAN_2	14	1	1117	NPC_STONE_IMP,NPC_HEAD_CRAB,BONE_DRAGON,NPC_BREAKER_MKII,NPC_BREAKER_MKII,CENTAUR_OF_ATTENTION	VULTURE_DRAGON,NPC_SCARECROW,ELECTROYETI,UNSTABLE_UNDERSTUDY,CURSED_STATUE,MISTRESS_MANICURE	SNIPER_WOLF,BLACK_WING,GRAND_HUNTRESS,NPC_CRYSTAL_LIZARD,NPC_CRYSTAL_LIZARD,[boss]GREED_DRAGON	SHARD_REEL_IRON_HELMET_OF_BIKING,SHARD_DRAGONS_POCKET_WATCH,SHARD_DRAGON_BLANKIE,SHARD_REEL_ESCUTCHEON_OF_EYES	SHARD_REEL_IRON_HELMET_OF_BIKING,SHARD_DRAGONS_POCKET_WATCH,SHARD_DRAGON_BLANKIE,SHARD_DRAGONS_POCKET_WATCH,SHARD_DOUBLE_BLADED_SWORD,SHARD_DOUBLE_BLADED_SWORD
24-15	150	5	CYAN_2	14	1	1117	NPC_GOBLIN,NPC_BREAKER_MKII,DRUIDINATRIX,DOPPELGANGER,MOON_DRAKE,ANGELIC_HERALD	UNICORGI,NPC_BREAKER_MKII,NPC_SKELETON_DEER,STOWAWAY,SHADOW_ASSASSIN,SNIPER_WOLF	UNRIPE_MYTHOLOGY,SAVAGE_CUTIE,ELECTROYETI,FROST_GIANT,DRAGZILLA,[boss]BLACK_WING	SHARD_REEL_ADVENTURERS_RIDES,SHARD_MANLY_FIRST_AID_KIT,SHARD_REEL_BUNNY_BLADE,SHARD_REEL_SOUL_FOR_POWER_VOLUME_45	SHARD_REEL_ADVENTURERS_RIDES,SHARD_MANLY_FIRST_AID_KIT,SHARD_REEL_BUNNY_BLADE,SHARD_SOUL_PUPPET,SHARD_SOUL_PUPPET
24-18	150	5	CYAN_2	14	1	1117	UNICORGI,NPC_BREAKER_MKII,POLEMASTER,TOMB_ANGEL,BARDBARIAN,VOID_WYVERN	DRUIDINATRIX,SATYR,NPC_CRYSTAL_LIZARD,STOWAWAY,UNSTABLE_UNDERSTUDY,WEREDRAGON	UNRIPE_MYTHOLOGY,SAVAGE_CUTIE,MOON_DRAKE,TRIPLE_THREAT,BLACK_WING,[boss]GREED_DRAGON	SHARD_REEL_DRAGON_LEATHER_TIGHTS,SHARD_REEL_THE_SHIELD_STOPS_YOU,SHARD_RING_OF_FIRE,SHARD_REEL_FEATHER_WEIGHT_FOIL	SHARD_REEL_DRAGON_LEATHER_TIGHTS,SHARD_REEL_THE_SHIELD_STOPS_YOU,SHARD_RING_OF_FIRE,SHARD_REEL_THE_SHIELD_STOPS_YOU,SHARD_HEARTY_CHEST,SHARD_HEARTY_CHEST
25-0	151	5	CYAN_3	14	1	1118	TRIPLE_THREAT,SOJOURNER_SORCERESS,ANGEL_DRAGON,MINOTAUR,WEREDRAGON,ORC_MONK	NPC_MR_SMASHY,FROST_GIANT,WEE_WITCH,NPC_FIRE_IMP,FAITH_HEALER,DEMON_TOTEM	SAVAGE_CUTIE,GRAND_HUNTRESS,FORGOTTEN_DRAGON,MOON_DRAKE,CRIMSON_WITCH,[boss]DIGGER_MOLE	SHARD_REEL_GOOD_SLEEPING_BED,SHARD_PRICKLING_WHIP,SHARD_PHOENIX_TALISMAN,SHARD_REEL_BRACELET_OF_LIGHTNING	SHARD_REEL_GOOD_SLEEPING_BED,SHARD_PRICKLING_WHIP,SHARD_PHOENIX_TALISMAN,SHARD_PRICKLING_WHIP,SHARD_REEL_PURIFICATION_ROBE,SHARD_REEL_ROCKET_CLOAK
25-3	152	5	CYAN_3	14	1	1120	ROLLER_WARRIOR,GROOVY_DRUID,NPC_MUSHROOM,NPC_CRYSTAL_GOLEM,NPC_ANT,RAGING_REVENANT	UNICORGI,AQUATIC_MAN,NPC_ICE_GOLEM,NPC_BUFF_SPRITE,NPC_MR_SMASHY,NPC_TROLL_BLOB	SNAP_DRAGON,CYCLOPS_WIZARD,ANGELIC_HERALD,PIRATE,TOMB_ANGEL,[boss]ANCIENT_DWARF	SHARD_REEL_SUNBLOCK_GOGGLES,SHARD_WILDYS_HAT,SHARD_LAZARUS_BEANS,SHARD_REEL_HELMET_OF_FORESIGHT	SHARD_REEL_SUNBLOCK_GOGGLES,SHARD_WILDYS_HAT,SHARD_LAZARUS_BEANS,SHARD_WILDYS_HAT,SHARD_REEL_TRIASSIC_TRINKET,SHARD_REEL_ANCIENT_CODE
25-6	153	5	CYAN_3	14	1	1122	WEREDRAGON,DUST_DEVIL,NPC_SQUIRREL,SPECTRAL_DRAGON,NINJA_DWARF,NPC_STONE_IMP	VULTURE_DRAGON,NPC_BUFF_SPRITE,NPC_WILDLING_ARCHER,SKELETON_KING,HYDRA,NPC_KAMIKAZE_GNOME	NPC_POTTED_PLANT,DOPPELGANGER,ETERNAL_ENCHANTER,BANSHEE,MEDUSA,[boss]SADISTIC_DANCER	SHARD_REEL_DRAGON_SAND_BOOTS,SHARD_IRON_CLAWS,SHARD_REEL_SWORD_OF_DESPAIR,SHARD_REEL_DRAGONS_BLADE	SHARD_REEL_DRAGON_SAND_BOOTS,SHARD_IRON_CLAWS,SHARD_REEL_SWORD_OF_DESPAIR,SHARD_IRON_CLAWS,SHARD_REEL_RUBY_FLIP_FLOPS,SHARD_REEL_FEATHER_WEIGHT_PAULDRONS
25-9	153	5	CYAN_3	14	1	1124	SATYR,NPC_SCARECROW,NPC_ICE_GOLEM,UNSTABLE_UNDERSTUDY,GROOVY_DRUID,NPC_PLAGUE_SKULKER	SNAP_DRAGON,NPC_HEALER_SPRITE,SPIKEY_DRAGON,SUN_SEEKER,CRIMSON_WITCH,NPC_ANGELIC_AVENGER	NPC_ANT,DUST_DEVIL,SPECTRAL_DRAGON,DWARVEN_ARCHER,NPC_BREAKER_MKII,[boss]DIGGER_MOLE	SHARD_REEL_PYRAMID_POWER,SHARD_REEL_DANCERS_BRA,SHARD_REEL_RING_OF_TEMPTATION,SHARD_REEL_GREAVES_OF_PLEIAS	SHARD_REEL_PYRAMID_POWER,SHARD_REEL_DANCERS_BRA,SHARD_REEL_RING_OF_TEMPTATION,SHARD_REEL_DENSE_CAKE_OF_HATE,SHARD_CRUDE_SNIPPERS,SHARD_CRUDE_SNIPPERS
25-12	154	5	CYAN_3	14	1	1126	BULWARK_ANGEL,UNSTABLE_UNDERSTUDY,NPC_CRYSTAL_LIZARD,NPC_HEAD_CRAB,BANSHEE,NPC_POTTED_PLANT	WEREDRAGON,STEPLADDER_BROTHERS,SHADOW_ASSASSIN,SPIDER_QUEEN,CATAPULT_KNIGHT,SNAP_DRAGON	SUN_SEEKER,CYCLOPS_WIZARD,FORGOTTEN_DRAGON,DRUIDINATRIX,BROZERKER,[boss]ANCIENT_DWARF	SHARD_REEL_NAVIGATION_TO_THE_PAST,SHARD_REEL_SAND_STORM,SHARD_REEL_MAI_TAI_OF_IMMUNITY,SHARD_GAUNTLET_OF_THRONE	SHARD_REEL_NAVIGATION_TO_THE_PAST,SHARD_REEL_SAND_STORM,SHARD_REEL_MAI_TAI_OF_IMMUNITY,SHARD_GAUNTLET_OF_THRONE,SHARD_MAD_GODS_MUG,SHARD_MAD_GODS_MUG
25-15	155	5	CYAN_3	14	1	1128	SPIDER_QUEEN,AQUATIC_MAN,CRIMSON_WITCH,FORGOTTEN_DRAGON,NPC_WILDLING_SNIPER,NPC_STONE_IMP	NPC_PLAGUE_SKULKER,PIRATE,NPC_WILDLING_ARCHER,CATAPULT_KNIGHT,ROLLER_WARRIOR,SHADOW_OF_SVEN	ORC_MONK,HYDRA,DRAGZILLA,CYCLOPS_WIZARD,SNIPER_WOLF,[boss]SADISTIC_DANCER	SHARD_REEL_BALANCE_OF_LIFE,SHARD_REEL_MASK_OF_THE_ANCIENT_KING,SHARD_REEL_WRAITH_BARRIER,SHARD_BOOK_OF_IRMAC	SHARD_REEL_BALANCE_OF_LIFE,SHARD_REEL_MASK_OF_THE_ANCIENT_KING,SHARD_REEL_WRAITH_BARRIER,SHARD_BOOK_OF_IRMAC,SHARD_GOLDEN_SLINGSHOT,SHARD_GOLDEN_SLINGSHOT
25-18	155	5	CYAN_3	14	1	1130	WEREDRAGON,STOWAWAY,CENTAUR_OF_ATTENTION,SATYR,NPC_ANT,KARAOKE_KING	PLAGUE_ENTREPRENEUR,TOMB_ANGEL,ETERNAL_ENCHANTER,DEMON_TOTEM,UNSTABLE_UNDERSTUDY,RAGING_REVENANT	[boss]NPC_ANUBIS_DRAGON	SHARD_REEL_MIRACLE_FURNACE_OF_BLACKSMITH,SHARD_REEL_MAGICAL_CREAM,SHARD_MAGICAL_WATER_BOTTLE,SHARD_REEL_BLACKSMITH_BREW	SHARD_REEL_MIRACLE_FURNACE_OF_BLACKSMITH,SHARD_REEL_MAGICAL_CREAM,SHARD_MAGICAL_WATER_BOTTLE,SHARD_MAGICAL_WATER_BOTTLE,SHARD_CAT_O_NINE_TAILS,SHARD_CAT_O_NINE_TAILS
26-0	165	5	CYAN_4	14	1	1130	SNAP_DRAGON,NPC_CLOUD_MONSTER,NPC_SKELETON_DEER,CENTAUR_OF_ATTENTION,GRAND_HUNTRESS,RAGING_REVENANT	NPC_INFERNO_SPIDER,WEREDRAGON,PLANT_SOUL,HYDRA,BULWARK_ANGEL,NPC_FLEA_DEMON	NPC_LYING_LANTERN,DEMON_TOTEM,BURNT_ONE,VULTURE_DRAGON,DUNGEON_MAN,[boss]SNAPPER_BONE	SHARD_REEL_WARRIORS_HELMET,SHARD_REEL_HERMITS_PILLS,SHARD_DRAGON_BLANKIE,SHARD_RING_OF_FIRE	SHARD_REEL_WARRIORS_HELMET,SHARD_REEL_HERMITS_PILLS,SHARD_DRAGON_BLANKIE,SHARD_RING_OF_FIRE,SHARD_REEL_WARRIORS_HELMET,SHARD_REEL_HERMITS_PILLS
26-3	166	5	CYAN_4	14	1	1130	SNAP_DRAGON,SPIDER_QUEEN,ROLLER_WARRIOR,FROST_GIANT,BARDBARIAN,BULWARK_ANGEL	RAGING_REVENANT,NPC_POTTED_PLANT,DUNGEON_MAN,COSMIC_ELF,NINJA_DWARF,NPC_FIRE_IMP	DEMON_TOTEM,PLANT_SOUL,BROZERKER,MEDUSA,DOPPELGANGER,[boss]SNAPPER_BONE	SHARD_REEL_TIGER_UNDERWEAR,SHARD_REEL_MAGATAMA,SHARD_GOLDEN_SLINGSHOT,SHARD_MANLY_FIRST_AID_KIT	SHARD_REEL_TIGER_UNDERWEAR,SHARD_REEL_MAGATAMA,SHARD_GOLDEN_SLINGSHOT,SHARD_MANLY_FIRST_AID_KIT,SHARD_REEL_TIGER_UNDERWEAR,SHARD_REEL_MAGATAMA
26-6	168	5	CYAN_4	14	1	1130	NPC_TROLL_BLOB,SILENT_SPIRIT,DRUIDINATRIX,SPIKEY_DRAGON,VULTURE_DRAGON,DEMON_TOTEM	SAVAGE_CUTIE,POLEMASTER,ORC_MONK,DRAGZILLA,NPC_GOBLIN,NPC_FLEA_DEMON	NPC_POTTED_PLANT,SPIDER_QUEEN,ELECTROYETI,CATAPULT_KNIGHT,DWARVEN_ARCHER,[boss]WHITE_TIGRESS	SHARD_REEL_SECRET_HAND_SCROLL,SHARD_CRUDE_SNIPPERS,SHARD_CAT_O_NINE_TAILS,SHARD_DOUBLE_AXE	SHARD_REEL_SECRET_HAND_SCROLL,SHARD_CRUDE_SNIPPERS,SHARD_CAT_O_NINE_TAILS,SHARD_DOUBLE_AXE,SHARD_REEL_SECRET_HAND_SCROLL,SHARD_CRUDE_SNIPPERS
26-9	169	5	CYAN_4	14	1	1130	DARK_HORSE,RAGING_REVENANT,NPC_CAULDRON_MONSTER,SPIDER_QUEEN,SADISTIC_DANCER,UNICORGI	NPC_GOBLIN,SILENT_SPIRIT,MINOTAUR,SOJOURNER_SORCERESS,STORM_DRAGON,NPC_ANGELIC_AVENGER	NPC_BREAKER_MKII,SNAPPER_BONE,UNSTABLE_UNDERSTUDY,CYCLOPS_WIZARD,DEMON_TOTEM,[boss]WHITE_TIGRESS	SHARD_REEL_FEATHER_OF_PHOENIX,SHARD_REEL_GOURD,SHARD_NAUGHTY_TAPESTRY,SHARD_BOOK_OF_IRMAC	SHARD_REEL_FEATHER_OF_PHOENIX,SHARD_REEL_GOURD,SHARD_NAUGHTY_TAPESTRY,SHARD_BOOK_OF_IRMAC,SHARD_REEL_FEATHER_OF_PHOENIX,SHARD_REEL_GOURD
26-12	170	5	CYAN_4	14	1	1130	NPC_FLEA_DEMON,RAGING_REVENANT,PLANT_SOUL,FORGOTTEN_DRAGON,VULTURE_DRAGON,PLAGUE_ENTREPRENEUR	NINJA_DWARF,SAVAGE_CUTIE,ETERNAL_ENCHANTER,SHADOW_OF_SVEN,NPC_CLOUD_MONSTER,NPC_SHARK	SILENT_SPIRIT,SPIDER_QUEEN,SNIPER_WOLF,DWARVEN_ARCHER,SNAP_DRAGON,[boss]VERMILION_PRIESTESS	SHARD_REEL_GOLD_RUSH,SHARD_MAD_GODS_MUG,SHARD_GAUNTLET_OF_THRONE,SHARD_FAMILIAR_ENERGY_TANK	SHARD_REEL_GOLD_RUSH,SHARD_MAD_GODS_MUG,SHARD_GAUNTLET_OF_THRONE,SHARD_FAMILIAR_ENERGY_TANK,SHARD_REEL_GOLD_RUSH,SHARD_MAD_GODS_MUG
26-15	171	5	CYAN_4	14	1	1130	BROZERKER,PLAGUE_ENTREPRENEUR,NPC_STONE_IMP,SHADOW_ASSASSIN,GROOVY_DRUID,ZOMBIE_SQUIRE	ROLLER_WARRIOR,VULTURE_DRAGON,NPC_TROLL_BLOB,DIGGER_MOLE,DRAGON_LADY,NPC_FIRE_IMP	WHITE_TIGRESS,PLANT_SOUL,SNAPPER_BONE,BULWARK_ANGEL,TOMB_ANGEL,[boss]VERMILION_PRIESTESS	SHARD_REEL_SAMURAI_SWORD,SHARD_REEL_TIGER_SALVE,SHARD_PHOENIX_TALISMAN,SHARD_DEVILS_POT	SHARD_REEL_SAMURAI_SWORD,SHARD_REEL_TIGER_SALVE,SHARD_PHOENIX_TALISMAN,SHARD_DEVILS_POT,SHARD_REEL_SAMURAI_SWORD,SHARD_REEL_TIGER_SALVE
