	KEY	QUEST_TYPE	SORT_INDEX	ICON	BUTTON_ACTION	REWARD_1	REWARD_1_QTY	REWARD_2	REWARD_2_QTY	REWARD_3	REWARD_3_QTY	PREVIOUS_QUEST	UNLOCK_REQUIREMENTS	COMPLETE_REQUIREMENTS	VALUE	EXTRA	CAMPAIGN_TYPE	CAMPAIGN_CHAPTER	CAMPAIGN_LEVEL	GOOGLE_ID
9009	UNSTABLE_UNDERSTUDY_MASTERY	MASTERY		claim		SKIN_UNSTABLE_UNDERSTUDY_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_UNSTABLE_UNDERSTUDY	UNSTABLE_UNDERSTUDY			
9010	DRAGON_LADY_MASTERY	MASTERY		claim		SKIN_DRAGON_LADY_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_DRAGON_LADY	DRAGON_LADY			
9011	POLEMASTER_MASTERY	MASTERY		claim		SKIN_POLEMASTER_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_POLEMASTER	POLEMASTER			
9012	DARK_DRACUL_MASTERY	MASTERY		claim		SKIN_DARK_DRACUL_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_DARK_DRACUL	DARK_DRACUL			
9013	CYCLOPS_WIZARD_MASTERY	MASTERY		claim		SKIN_CYCLOPS_WIZARD_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_CYCLOPS_WIZARD	CYCLOPS_WIZARD			
9014	DEMON_TOTEM_MASTERY	MASTERY		claim		SKIN_DEMON_TOTEM_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_DEMON_TOTEM	DEMON_TOTEM			
9015	SATYR_MASTERY	MASTERY		claim		SKIN_SATYR_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_SATYR	SATYR			
9016	SHADOW_ASSASSIN_MASTERY	MASTERY		claim		SKIN_SHADOW_ASSASSIN_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_SHADOW_ASSASSIN	SHADOW_ASSASSIN			
9017	STORM_DRAGON_MASTERY	MASTERY		claim		SKIN_STORM_DRAGON_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_STORM_DRAGON	STORM_DRAGON			
9018	BONE_DRAGON_MASTERY	MASTERY		claim		SKIN_BONE_DRAGON_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_BONE_DRAGON	BONE_DRAGON			
9019	DWARVEN_ARCHER_MASTERY	MASTERY		claim		SKIN_DWARVEN_ARCHER_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_DWARVEN_ARCHER	DWARVEN_ARCHER			
9020	FAITH_HEALER_MASTERY	MASTERY		claim		SKIN_FAITH_HEALER_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_FAITH_HEALER	FAITH_HEALER			
9021	GROOVY_DRUID_MASTERY	MASTERY		claim		SKIN_GROOVY_DRUID_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_GROOVY_DRUID	GROOVY_DRUID			
9022	HYDRA_MASTERY	MASTERY		claim		SKIN_HYDRA_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_HYDRA	HYDRA			
9023	RABID_DRAGON_MASTERY	MASTERY		claim		SKIN_RABID_DRAGON_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_RABID_DRAGON	RABID_DRAGON			
9024	CENTAUR_OF_ATTENTION_MASTERY	MASTERY		claim		SKIN_CENTAUR_OF_ATTENTION_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_CENTAUR_OF_ATTENTION	CENTAUR_OF_ATTENTION			
9025	PIRATE_MASTERY	MASTERY		claim		SKIN_PIRATE_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_PIRATE	PIRATE			
9026	DUST_DEVIL_MASTERY	MASTERY		claim		SKIN_DUST_DEVIL_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_DUST_DEVIL	DUST_DEVIL			
9027	ORC_MONK_MASTERY	MASTERY		claim		SKIN_ORC_MONK_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_ORC_MONK	ORC_MONK			
9028	AQUATIC_MAN_MASTERY	MASTERY		claim		SKIN_AQUATIC_MAN_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_AQUATIC_MAN	AQUATIC_MAN			
9029	FROST_GIANT_MASTERY	MASTERY		claim		SKIN_FROST_GIANT_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_FROST_GIANT	FROST_GIANT			
9030	COSMIC_ELF_MASTERY	MASTERY		claim		SKIN_COSMIC_ELF_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_COSMIC_ELF	COSMIC_ELF			
9031	DOPPELGANGER_MASTERY	MASTERY		claim		SKIN_DOPPELGANGER_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_DOPPELGANGER	DOPPELGANGER			
9032	KRAKEN_KING_MASTERY	MASTERY		claim		SKIN_KRAKEN_KING_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_KRAKEN_KING	KRAKEN_KING			
9033	STOWAWAY_MASTERY	MASTERY		claim		SKIN_STOWAWAY_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_STOWAWAY	STOWAWAY			
9034	MAGIC_DRAGON_MASTERY	MASTERY		claim		SKIN_MAGIC_DRAGON_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_MAGIC_DRAGON	MAGIC_DRAGON			
9035	DARK_HORSE_MASTERY	MASTERY		claim		SKIN_DARK_HORSE_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_DARK_HORSE	DARK_HORSE			
9036	RAGING_REVENANT_MASTERY	MASTERY		claim		SKIN_RAGING_REVENANT_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_RAGING_REVENANT	RAGING_REVENANT			
9037	VULTURE_DRAGON_MASTERY	MASTERY		claim		SKIN_VULTURE_DRAGON_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_VULTURE_DRAGON	VULTURE_DRAGON			
9038	WEE_WITCH_MASTERY	MASTERY		claim		SKIN_WEE_WITCH_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_WEE_WITCH	WEE_WITCH			
9039	BANSHEE_MASTERY	MASTERY		claim		SKIN_BANSHEE_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_BANSHEE	BANSHEE			
9040	SILENT_SPIRIT_MASTERY	MASTERY		claim		SKIN_SILENT_SPIRIT_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_SILENT_SPIRIT	SILENT_SPIRIT			
9041	SPECTRAL_DRAGON_MASTERY	MASTERY		claim		SKIN_SPECTRAL_DRAGON_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_SPECTRAL_DRAGON	SPECTRAL_DRAGON			
9042	DUNGEON_MAN_MASTERY	MASTERY		claim		SKIN_DUNGEON_MAN_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_DUNGEON_MAN	DUNGEON_MAN			
9043	WEREDRAGON_MASTERY	MASTERY		claim		SKIN_WEREDRAGON_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_WEREDRAGON	WEREDRAGON			
9044	ETERNAL_ENCHANTER_MASTERY	MASTERY		claim		SKIN_ETERNAL_ENCHANTER_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_ETERNAL_ENCHANTER	ETERNAL_ENCHANTER			
9045	DRAGZILLA_MASTERY	MASTERY		claim		SKIN_DRAGZILLA_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_DRAGZILLA	DRAGZILLA			
9046	MISTRESS_MANICURE_MASTERY	MASTERY		claim		SKIN_MISTRESS_MANICURE_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_MISTRESS_MANICURE	MISTRESS_MANICURE			
9047	VOID_WYVERN_MASTERY	MASTERY		claim		SKIN_VOID_WYVERN_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_VOID_WYVERN	VOID_WYVERN			
9048	DRUIDINATRIX_MASTERY	MASTERY		claim		SKIN_DRUIDINATRIX_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_DRUIDINATRIX	DRUIDINATRIX			
9049	ROLLER_WARRIOR_MASTERY	MASTERY		claim		SKIN_ROLLER_WARRIOR_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_ROLLER_WARRIOR	ROLLER_WARRIOR			
9050	PLANT_SOUL_MASTERY	MASTERY		claim		SKIN_PLANT_SOUL_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_PLANT_SOUL	PLANT_SOUL			
9051	SPIDER_QUEEN_MASTERY	MASTERY		claim		SKIN_SPIDER_QUEEN_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_SPIDER_QUEEN	SPIDER_QUEEN			
9052	PCH_ANUBIS_DRAGON_MASTERY	MASTERY		claim		SKIN_PCH_ANUBIS_DRAGON_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_PCH_ANUBIS_DRAGON	PCH_ANUBIS_DRAGON			
9053	ABYSS_DRAGON_MASTERY	MASTERY		claim		SKIN_ABYSS_DRAGON_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_ABYSS_DRAGON	ABYSS_DRAGON			
9054	UMLAUT_THE_FIRST_MASTERY	MASTERY		claim		SKIN_UMLAUT_THE_FIRST_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_UMLAUT_THE_FIRST	UMLAUT_THE_FIRST			
9055	BROZERKER_MASTERY	MASTERY		claim		SKIN_BROZERKER_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_BROZERKER	BROZERKER			
9056	UNICORGI_MASTERY	MASTERY		claim		SKIN_UNICORGI_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_UNICORGI	UNICORGI			
9057	BARDBARIAN_MASTERY	MASTERY		claim		SKIN_BARDBARIAN_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_BARDBARIAN	BARDBARIAN			
9058	MINOTAUR_MASTERY	MASTERY		claim		SKIN_MINOTAUR_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_MINOTAUR	MINOTAUR			
9059	CRIMSON_WITCH_MASTERY	MASTERY		claim		SKIN_CRIMSON_WITCH_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_CRIMSON_WITCH	CRIMSON_WITCH			
9060	SAVAGE_CUTIE_MASTERY	MASTERY		claim		SKIN_SAVAGE_CUTIE_MASTERY	1						Once,HasPurpleHero	QCount	30	MASTERY_POINT_SAVAGE_CUTIE	SAVAGE_CUTIE			
10004	NORMAL_0_4	ACHIEVEMENT	3	claim	campaign/NORMAL/0/4	STONE_ELECTROYETI	5						Once	CampaignWin			NORMAL	0	4	
10005	NORMAL_0_5	ACHIEVEMENT	3	claim	campaign/NORMAL/0/5	STONE_FAITH_HEALER	2					10004	Once,FollowUp	CampaignWin			NORMAL	0	5	
10006	NORMAL_0_6	ACHIEVEMENT	3	claim	campaign/NORMAL/0/6	STONE_ELECTROYETI	5					10005	Once,FollowUp	CampaignWin			NORMAL	0	6	
10010	NORMAL_0_10	ACHIEVEMENT	3	claim	campaign/NORMAL/0/10	STONE_FAITH_HEALER	3					10006	Once,FollowUp	CampaignWin			NORMAL	0	10	
10012	NORMAL_0_12	ACHIEVEMENT	3	claim	campaign/NORMAL/0/12			DIAMONDS	10			10010	Once,FollowUp	CampaignWin			NORMAL	0	12	
10018	NORMAL_0_18	ACHIEVEMENT	3	claim	campaign/NORMAL/0/18			DIAMONDS	10			10012	Once,FollowUp	CampaignWin			NORMAL	0	18	
10101	NORMAL_1_1	ACHIEVEMENT	3	claim	campaign/NORMAL/1/1	STONE_FAITH_HEALER	4					10018	Once,FollowUp,TL5,HasChapter	CampaignWin			NORMAL	1	1	
10106	NORMAL_1_6	ACHIEVEMENT	3	claim	campaign/NORMAL/1/6			DIAMONDS	10			10101	Once,FollowUp	CampaignWin			NORMAL	1	6	
10112	NORMAL_1_12	ACHIEVEMENT	3	claim	campaign/NORMAL/1/12			DIAMONDS	10			10106	Once,FollowUp	CampaignWin			NORMAL	1	12	
10118	NORMAL_1_18	ACHIEVEMENT	3	claim	campaign/NORMAL/1/18			DIAMONDS	10			10112	Once,FollowUp	CampaignWin			NORMAL	1	18	
10206	NORMAL_2_6	ACHIEVEMENT	3	claim	campaign/NORMAL/2/6			DIAMONDS	10			10118	Once,FollowUp,TL8,HasChapter	CampaignWin			NORMAL	2	6	
10212	NORMAL_2_12	ACHIEVEMENT	3	claim	campaign/NORMAL/2/12			DIAMONDS	10			10206	Once,FollowUp	CampaignWin			NORMAL	2	12	
10218	NORMAL_2_18	ACHIEVEMENT	3	claim	campaign/NORMAL/2/18			DIAMONDS	10			10212	Once,FollowUp	CampaignWin			NORMAL	2	18	
10306	NORMAL_3_6	ACHIEVEMENT	3	claim	campaign/NORMAL/3/6	TEAM_XP	100	DIAMONDS	10			10218	Once,FollowUp,TL16,HasChapter	CampaignWin			NORMAL	3	6	
10312	NORMAL_3_12	ACHIEVEMENT	3	claim	campaign/NORMAL/3/12	TEAM_XP	100	DIAMONDS	10			10306	Once,FollowUp	CampaignWin			NORMAL	3	12	
10318	NORMAL_3_18	ACHIEVEMENT	3	claim	campaign/NORMAL/3/18	TEAM_XP	200	DIAMONDS	10			10312	Once,FollowUp	CampaignWin			NORMAL	3	18	
10406	NORMAL_4_6	ACHIEVEMENT	3	claim	campaign/NORMAL/4/6	TEAM_XP	500	DIAMONDS	10			10318	Once,FollowUp,TL26,HasChapter	CampaignWin			NORMAL	4	6	
10412	NORMAL_4_12	ACHIEVEMENT	3	claim	campaign/NORMAL/4/12	TEAM_XP	500	DIAMONDS	10			10406	Once,FollowUp	CampaignWin			NORMAL	4	12	
10418	NORMAL_4_18	ACHIEVEMENT	3	claim	campaign/NORMAL/4/18	TEAM_XP	1000	DIAMONDS	10			10412	Once,FollowUp	CampaignWin			NORMAL	4	18	
10506	NORMAL_5_6	ACHIEVEMENT	3	claim	campaign/NORMAL/5/6	TEAM_XP	1000	DIAMONDS	10			10418	Once,FollowUp,TL36,HasChapter	CampaignWin			NORMAL	5	6	
10512	NORMAL_5_12	ACHIEVEMENT	3	claim	campaign/NORMAL/5/12	TEAM_XP	1000	DIAMONDS	10			10506	Once,FollowUp	CampaignWin			NORMAL	5	12	
10518	NORMAL_5_18	ACHIEVEMENT	3	claim	campaign/NORMAL/5/18	TEAM_XP	2000	DIAMONDS	10			10512	Once,FollowUp	CampaignWin			NORMAL	5	18	
10606	NORMAL_6_6	ACHIEVEMENT	3	claim	campaign/NORMAL/6/6	TEAM_XP	1000	DIAMONDS	10			10518	Once,FollowUp,TL46,HasChapter	CampaignWin			NORMAL	6	6	
10612	NORMAL_6_12	ACHIEVEMENT	3	claim	campaign/NORMAL/6/12	TEAM_XP	1000	DIAMONDS	10			10606	Once,FollowUp	CampaignWin			NORMAL	6	12	
10618	NORMAL_6_18	ACHIEVEMENT	3	claim	campaign/NORMAL/6/18	TEAM_XP	2000	DIAMONDS	10			10612	Once,FollowUp	CampaignWin			NORMAL	6	18	
10706	NORMAL_7_6	ACHIEVEMENT	3	claim	campaign/NORMAL/7/6	TEAM_XP	1000	DIAMONDS	10			10618	Once,FollowUp,TL56,HasChapter	CampaignWin			NORMAL	7	6	
10712	NORMAL_7_12	ACHIEVEMENT	3	claim	campaign/NORMAL/7/12	TEAM_XP	1000	DIAMONDS	10			10706	Once,FollowUp	CampaignWin			NORMAL	7	12	
10718	NORMAL_7_18	ACHIEVEMENT	3	claim	campaign/NORMAL/7/18	TEAM_XP	2000	DIAMONDS	10			10712	Once,FollowUp	CampaignWin			NORMAL	7	18	
10806	NORMAL_8_6	ACHIEVEMENT	3	claim	campaign/NORMAL/8/6	TEAM_XP	1000	DIAMONDS	10			10718	Once,FollowUp,TL61,HasChapter	CampaignWin			NORMAL	8	6	
10812	NORMAL_8_12	ACHIEVEMENT	3	claim	campaign/NORMAL/8/12	TEAM_XP	1000	DIAMONDS	10			10806	Once,FollowUp	CampaignWin			NORMAL	8	12	
10818	NORMAL_8_18	ACHIEVEMENT	3	claim	campaign/NORMAL/8/18	TEAM_XP	2000	DIAMONDS	10			10812	Once,FollowUp	CampaignWin			NORMAL	8	18	
10906	NORMAL_9_6	ACHIEVEMENT	3	claim	campaign/NORMAL/9/6	TEAM_XP	1000	DIAMONDS	10			10818	Once,FollowUp,TL66,HasChapter	CampaignWin			NORMAL	9	6	
10912	NORMAL_9_12	ACHIEVEMENT	3	claim	campaign/NORMAL/9/12	TEAM_XP	1000	DIAMONDS	10			10906	Once,FollowUp	CampaignWin			NORMAL	9	12	
10918	NORMAL_9_18	ACHIEVEMENT	3	claim	campaign/NORMAL/9/18	TEAM_XP	2000	DIAMONDS	10			10912	Once,FollowUp	CampaignWin			NORMAL	9	18	
11006	NORMAL_10_6	ACHIEVEMENT	3	claim	campaign/NORMAL/10/6	TEAM_XP	1000	DIAMONDS	10			10918	Once,FollowUp,TL71,HasChapter	CampaignWin			NORMAL	10	6	
11012	NORMAL_10_12	ACHIEVEMENT	3	claim	campaign/NORMAL/10/12	TEAM_XP	1000	DIAMONDS	10			11006	Once,FollowUp	CampaignWin			NORMAL	10	12	
11018	NORMAL_10_18	ACHIEVEMENT	3	claim	campaign/NORMAL/10/18	TEAM_XP	2000	DIAMONDS	10			11012	Once,FollowUp	CampaignWin			NORMAL	10	18	
11106	NORMAL_11_6	ACHIEVEMENT	3	claim	campaign/NORMAL/11/6	TEAM_XP	1000	DIAMONDS	10			11018	Once,FollowUp,TL76,HasChapter	CampaignWin			NORMAL	11	6	
11112	NORMAL_11_12	ACHIEVEMENT	3	claim	campaign/NORMAL/11/12	TEAM_XP	1000	DIAMONDS	10			11106	Once,FollowUp	CampaignWin			NORMAL	11	12	
11118	NORMAL_11_18	ACHIEVEMENT	3	claim	campaign/NORMAL/11/18	TEAM_XP	2000	DIAMONDS	10			11112	Once,FollowUp	CampaignWin			NORMAL	11	18	
11206	NORMAL_12_6	ACHIEVEMENT	3	claim	campaign/NORMAL/12/6	TEAM_XP	1000	DIAMONDS	10			11118	Once,FollowUp,TL81,HasChapter	CampaignWin			NORMAL	12	6	
11212	NORMAL_12_12	ACHIEVEMENT	3	claim	campaign/NORMAL/12/12	TEAM_XP	1000	DIAMONDS	10			11206	Once,FollowUp	CampaignWin			NORMAL	12	12	
11218	NORMAL_12_18	ACHIEVEMENT	3	claim	campaign/NORMAL/12/18	TEAM_XP	2000	DIAMONDS	10			11212	Once,FollowUp	CampaignWin			NORMAL	12	18	
11306	NORMAL_13_6	ACHIEVEMENT	3	claim	campaign/NORMAL/13/6	TEAM_XP	1000	DIAMONDS	10			11218	Once,FollowUp,TL86,HasChapter	CampaignWin			NORMAL	13	6	
11312	NORMAL_13_12	ACHIEVEMENT	3	claim	campaign/NORMAL/13/12	TEAM_XP	1000	DIAMONDS	10			11306	Once,FollowUp	CampaignWin			NORMAL	13	12	
11318	NORMAL_13_18	ACHIEVEMENT	3	claim	campaign/NORMAL/13/18	TEAM_XP	2000	DIAMONDS	10			11312	Once,FollowUp	CampaignWin			NORMAL	13	18	
11406	NORMAL_14_6	ACHIEVEMENT	3	claim	campaign/NORMAL/14/6	TEAM_XP	1000	DIAMONDS	10			11318	Once,FollowUp,TL91,HasChapter	CampaignWin			NORMAL	14	6	
11412	NORMAL_14_12	ACHIEVEMENT	3	claim	campaign/NORMAL/14/12	TEAM_XP	1000	DIAMONDS	10			11406	Once,FollowUp	CampaignWin			NORMAL	14	12	
11418	NORMAL_14_18	ACHIEVEMENT	3	claim	campaign/NORMAL/14/18	TEAM_XP	2000	DIAMONDS	10			11412	Once,FollowUp	CampaignWin			NORMAL	14	18	
11506	NORMAL_15_6	ACHIEVEMENT	3	claim	campaign/NORMAL/15/6	TEAM_XP	1000	DIAMONDS	10			11418	Once,FollowUp,TL96,HasChapter	CampaignWin			NORMAL	15	6	
11512	NORMAL_15_12	ACHIEVEMENT	3	claim	campaign/NORMAL/15/12	TEAM_XP	1000	DIAMONDS	10			11506	Once,FollowUp	CampaignWin			NORMAL	15	12	
11518	NORMAL_15_18	ACHIEVEMENT	3	claim	campaign/NORMAL/15/18	TEAM_XP	2000	DIAMONDS	10			11512	Once,FollowUp	CampaignWin			NORMAL	15	18	
11606	NORMAL_16_6	ACHIEVEMENT	3	claim	campaign/NORMAL/16/6	TEAM_XP	1000	DIAMONDS	10			11518	Once,FollowUp,TL101,HasChapter	CampaignWin			NORMAL	16	6	
11612	NORMAL_16_12	ACHIEVEMENT	3	claim	campaign/NORMAL/16/12	TEAM_XP	1000	DIAMONDS	10			11606	Once,FollowUp	CampaignWin			NORMAL	16	12	
11618	NORMAL_16_18	ACHIEVEMENT	3	claim	campaign/NORMAL/16/18	TEAM_XP	2000	DIAMONDS	10			11612	Once,FollowUp	CampaignWin			NORMAL	16	18	
11706	NORMAL_17_6	ACHIEVEMENT	3	claim	campaign/NORMAL/17/6	TEAM_XP	1000	DIAMONDS	10			11618	Once,FollowUp,TL106,HasChapter	CampaignWin			NORMAL	17	6	
11712	NORMAL_17_12	ACHIEVEMENT	3	claim	campaign/NORMAL/17/12	TEAM_XP	1000	DIAMONDS	10			11706	Once,FollowUp	CampaignWin			NORMAL	17	12	
11718	NORMAL_17_18	ACHIEVEMENT	3	claim	campaign/NORMAL/17/18	TEAM_XP	2000	DIAMONDS	10			11712	Once,FollowUp	CampaignWin			NORMAL	17	18	
11806	NORMAL_18_6	ACHIEVEMENT	3	claim	campaign/NORMAL/18/6	TEAM_XP	1000	DIAMONDS	10			11718	Once,FollowUp,TL111,HasChapter	CampaignWin			NORMAL	18	6	
11812	NORMAL_18_12	ACHIEVEMENT	3	claim	campaign/NORMAL/18/12	TEAM_XP	1000	DIAMONDS	10			11806	Once,FollowUp	CampaignWin			NORMAL	18	12	
11818	NORMAL_18_18	ACHIEVEMENT	3	claim	campaign/NORMAL/18/18	TEAM_XP	2000	DIAMONDS	10			11812	Once,FollowUp	CampaignWin			NORMAL	18	18	
11906	NORMAL_19_6	ACHIEVEMENT	3	claim	campaign/NORMAL/19/6	TEAM_XP	1000	DIAMONDS	10			11818	Once,FollowUp,TL116,HasChapter	CampaignWin			NORMAL	19	6	
11912	NORMAL_19_12	ACHIEVEMENT	3	claim	campaign/NORMAL/19/12	TEAM_XP	1000	DIAMONDS	10			11906	Once,FollowUp	CampaignWin			NORMAL	19	12	
11918	NORMAL_19_18	ACHIEVEMENT	3	claim	campaign/NORMAL/19/18	TEAM_XP	2000	DIAMONDS	10			11912	Once,FollowUp	CampaignWin			NORMAL	19	18	
12006	NORMAL_20_6	ACHIEVEMENT	3	claim	campaign/NORMAL/20/6	TEAM_XP	1000	DIAMONDS	10			11918	Once,FollowUp,TL121,HasChapter	CampaignWin			NORMAL	20	6	
12012	NORMAL_20_12	ACHIEVEMENT	3	claim	campaign/NORMAL/20/12	TEAM_XP	1000	DIAMONDS	10			12006	Once,FollowUp	CampaignWin			NORMAL	20	12	
12018	NORMAL_20_18	ACHIEVEMENT	3	claim	campaign/NORMAL/20/18	TEAM_XP	2000	DIAMONDS	10			12012	Once,FollowUp	CampaignWin			NORMAL	20	18	
12106	NORMAL_21_6	ACHIEVEMENT	3	claim	campaign/NORMAL/21/6	TEAM_XP	1000	DIAMONDS	10			12018	Once,FollowUp,TL126,HasChapter	CampaignWin			NORMAL	21	6	
12112	NORMAL_21_12	ACHIEVEMENT	3	claim	campaign/NORMAL/21/12	TEAM_XP	1000	DIAMONDS	10			12106	Once,FollowUp	CampaignWin			NORMAL	21	12	
12118	NORMAL_21_18	ACHIEVEMENT	3	claim	campaign/NORMAL/21/18	TEAM_XP	2000	DIAMONDS	10			12112	Once,FollowUp	CampaignWin			NORMAL	21	18	
12206	NORMAL_22_6	ACHIEVEMENT	3	claim	campaign/NORMAL/22/6	TEAM_XP	1000	DIAMONDS	10			12118	Once,FollowUp,TL131,HasChapter	CampaignWin			NORMAL	22	6	
12212	NORMAL_22_12	ACHIEVEMENT	3	claim	campaign/NORMAL/22/12	TEAM_XP	1000	DIAMONDS	10			12206	Once,FollowUp	CampaignWin			NORMAL	22	12	
12218	NORMAL_22_18	ACHIEVEMENT	3	claim	campaign/NORMAL/22/18	TEAM_XP	2000	DIAMONDS	10			12212	Once,FollowUp	CampaignWin			NORMAL	22	18	
12306	NORMAL_23_6	ACHIEVEMENT	3	claim	campaign/NORMAL/23/6	TEAM_XP	1000	DIAMONDS	10			12218	Once,FollowUp,TL136,HasChapter	CampaignWin			NORMAL	23	6	
12312	NORMAL_23_12	ACHIEVEMENT	3	claim	campaign/NORMAL/23/12	TEAM_XP	1000	DIAMONDS	10			12306	Once,FollowUp	CampaignWin			NORMAL	23	12	
12318	NORMAL_23_18	ACHIEVEMENT	3	claim	campaign/NORMAL/23/18	TEAM_XP	2000	DIAMONDS	10			12312	Once,FollowUp	CampaignWin			NORMAL	23	18	
12406	NORMAL_24_6	ACHIEVEMENT	3	claim	campaign/NORMAL/24/6	TEAM_XP	1000	DIAMONDS	10			12318	Once,FollowUp,TL141,HasChapter	CampaignWin			NORMAL	24	6	
12412	NORMAL_24_12	ACHIEVEMENT	3	claim	campaign/NORMAL/24/12	TEAM_XP	1000	DIAMONDS	10			12406	Once,FollowUp	CampaignWin			NORMAL	24	12	
12418	NORMAL_24_18	ACHIEVEMENT	3	claim	campaign/NORMAL/24/18	TEAM_XP	2000	DIAMONDS	10			12412	Once,FollowUp	CampaignWin			NORMAL	24	18	
12506	NORMAL_25_6	ACHIEVEMENT	3	claim	campaign/NORMAL/25/6	TEAM_XP	1000	DIAMONDS	10			12418	Once,FollowUp,TL146,HasChapter	CampaignWin			NORMAL	25	6	
12512	NORMAL_25_12	ACHIEVEMENT	3	claim	campaign/NORMAL/25/12	TEAM_XP	1000	DIAMONDS	10			12506	Once,FollowUp	CampaignWin			NORMAL	25	12	
12518	NORMAL_25_18	ACHIEVEMENT	3	claim	campaign/NORMAL/25/18	TEAM_XP	2000	DIAMONDS	10			12512	Once,FollowUp	CampaignWin			NORMAL	25	18	
12606	NORMAL_26_6	ACHIEVEMENT	3	claim	campaign/NORMAL/26/6	PRIMAL_ESSENCE	2	DIAMONDS	10			12518	Once,FollowUp,TL151,HasChapter	CampaignWin			NORMAL	26	6	
12612	NORMAL_26_12	ACHIEVEMENT	3	claim	campaign/NORMAL/26/12	PRIMAL_ESSENCE	2	DIAMONDS	10			12606	Once,FollowUp	CampaignWin			NORMAL	26	12	
12618	NORMAL_26_18	ACHIEVEMENT	3	claim	campaign/NORMAL/26/18	PRIMAL_ESSENCE	4	DIAMONDS	10			12612	Once,FollowUp	CampaignWin			NORMAL	26	18	
12706	NORMAL_27_6	ACHIEVEMENT	3	claim	campaign/NORMAL/27/6	PRIMAL_ESSENCE	2	DIAMONDS	10			12618	Once,FollowUp,TL156,HasChapter	CampaignWin			NORMAL	27	6	
12712	NORMAL_27_12	ACHIEVEMENT	3	claim	campaign/NORMAL/27/12	PRIMAL_ESSENCE	2	DIAMONDS	10			12706	Once,FollowUp	CampaignWin			NORMAL	27	12	
