	CATEGORY	RARITY	REQUIRED_LEVEL	CONTENT_UPDATE	VEND_VALUE	GOLD_PRICE	DIAMOND_PRICE	FIGHT_PIT_TOKEN_PRICE	ENCHANT_POINTS	EXP_GIVEN	STRENGTH	INTELLECT	AGILITY	MAX_HP	ATTACK_DAMAGE	MAGIC_POWER	ARMOR	MAGIC_RESISTANCE	PHYSICAL_CRIT	MAGIC_CRIT	HP_REGEN	ENERGY_REGEN	LIFE_STEAL_RATING	DODGE	IGNORE_MAGIC_RESISTANCE	IMPROVE_HEALING	ARMOR_PENETRATION	ENERGY_CONSUMPTION_REDUCTION	TENACITY	ACCURACY	SKILL_LEVEL
STONE_NINJA_DWARF	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_ORC_MONK	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_PCH_ANUBIS_DRAGON	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_PIRATE	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_PLAGUE_ENTREPRENEUR	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_PLANT_SOUL	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_POLEMASTER	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_RABID_DRAGON	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_RAGING_REVENANT	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_ROLLER_WARRIOR	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_SADISTIC_DANCER	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_SATYR	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_SAVAGE_CUTIE	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_SHADOW_ASSASSIN	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_SHADOW_OF_SVEN	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_SILENT_SPIRIT	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_SKELETON_KING	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_SNAP_DRAGON	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_SNAPPER_BONE	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_SNIPER_WOLF	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_SOJOURNER_SORCERESS	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_SPECTRAL_DRAGON	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_SPIDER_QUEEN	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_SPIKEY_DRAGON	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_STEPLADDER_BROTHERS	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_STORM_DRAGON	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_STOWAWAY	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_SUN_SEEKER	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_TOMB_ANGEL	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_TRIPLE_THREAT	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_UMLAUT_THE_FIRST	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_UNICORGI	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_UNRIPE_MYTHOLOGY	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_UNSTABLE_UNDERSTUDY	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_VERMILION_PRIESTESS	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_VILE_BILE	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_VOID_WYVERN	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_VULTURE_DRAGON	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_WEE_WITCH	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_WEREDRAGON	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_WHITE_TIGRESS	STONE	BLUE		R1	4,000	20,000	40	100																							
STONE_ZOMBIE_SQUIRE	STONE	BLUE		R1	4,000	20,000	40	100																							
SUNBLOCK_GOGGLES	GEAR	CYAN	149	R2_18	1,620,000	16,250,000	2,500	10,715	500				700												200		500			350	
SUPER_SPIKEY_SPEAR	GEAR	PURPLE	51	R0_3	27,275	268,500	525	1,125	120								30		175								5				
SVENS_SWORD_OF_DOOOOOM	GEAR	PURPLE	69	R1_2	46,975	666,000	800	1,555	500		10				100				150												
SWASH_BUCKLER	GEAR	WHITE	10	R1	275	2,300	50	40	4				6				3														
SWEATBAND_OF_TRAINING_MONTAGES	GEAR	ORANGE	93	R2_3	62,500	1,615,500	275	2,700	100		60							40													
SWORD_OF_DESPAIR	GEAR	CYAN	139	R2_16	174,000	5,384,500	1,300	5,240	500						850			200												190	
SWORDY_MCEPICPANTS	GEAR	PURPLE	59	R1_0	21,025	413,000	355	1,100	280		20				20				150					25							
TAROT_DECK_OF_HYPERBOLE	GEAR	ORANGE	94	R2_3	150,000	1,672,500	1,185	2,850	500		75		75																		
TEAM_XP_BONUS_ITEM_12_HOUR	MISC	PURPLE		R1			100	500																							
TEAM_XP_BONUS_ITEM_24_HOUR	MISC	PURPLE		R1			200	1,000																							
TEAM_XP_BONUS_ITEM_72_HOUR	MISC	PURPLE		R1			400	2,000																							
TEN_FOOT_POLE	GEAR	GREEN	20	R1	887	16,500	80	200	10		9	9	9		3																
THE_1_RING	GEAR	PURPLE	53	R0_3	44,437	301,500	660	800	140		10	35	10									110			20						
THE_COMPENSATOR	GEAR	BLUE	42	R1	14,500	149,500	240	585	54		10				24			10													
THE_HOLY_PAIL	GEAR	ORANGE	98	R2_5	78,125	1,891,500	275	2,750	100					777			13	42													
THE_HUSTLE	GEAR	ORANGE	118	R2_10	100,000	3,293,000	275	4,250	100				260		100								100				50			50	
THE_MAD_GODS_TRIDENT	GEAR	BLUE	37	R1	5,725	102,000	175	470	40						30				150												
THE_POWER_OF_MEDICINE	GEAR	GREEN	21	R1	1,153	19,000	105	200	11		5	5	5													0.10	5				
THE_POWER_OF_MEDICINE_2_ORDER	GEAR	BLUE	41	R1	2,306	139,000	205	585	50		5	5	5													0.20	5				
THE_POWER_OF_MEDICINE_3_ORDER	GEAR	PURPLE	57	R1_0	4,612	372,000	250	1,110	80																	0.60					
THE_POWER_OF_MEDICINE_4_ORDER	GEAR	PURPLE	66	R1_2	9,224	582,500	505	1,500	500																	0.80					
THE_SHIELD_STOPS_YOU	GEAR	CYAN	143	R2_17	234,000	7,140,000	1,400	5,600	500		300						400														2
THE_SPEAR_BRINGS_VICTORY	GEAR	RED	155	R2_21	3,180,000	31,850,000	4,900	22,050	700		500		1700		2000												200				
THE_UGLY_STICK	GEAR	BLUE	23	R1	3,750	24,750	80	240	13						24																
THINKING_CAP	GEAR	BLUE	41	R1	7,175	138,500	115	525	50			12													12						
THONG_OF_VITALITY	GEAR	GREEN	19	R1	1,112	14,000	40	150	9					280			4				240										
TIGER_SALVE	GEAR	RED	151	R2_20	1,494,000	14,950,000	2,300	11,500	500					24000												0.4					
TIGER_UNDERWEAR	GEAR	RED	153	R2_20	1,494,000	14,950,000	2,300	9,855	500				420		1200		200														
TIME_KILLER	GEAR	ORANGE	114	R2_9	187,500	2,970,500	275	3,750	100				160		200						1500	100						0.3			
TIME_SAVER	GEAR	ORANGE	112	R2_9	562,500	2,829,000	2,570	3,750	500				110						120								120				
TOME_OF_CURSED_HORTICULTURE	GEAR	CYAN	135	R2_15	306,000	9,180,000	1,800	9,000	500			1000		12000		500									400						
TOME_OF_FORBIDDEN_TRIVIA	GEAR	BLUE	43	R1	6,975	160,000	170	570	60		8	15		200	21	21															
TOME_OF_FORBIDDEN_TRIVIA_2_ORDER	GEAR	PURPLE	58	R1_0	13,950	392,000	260	1,000	280		12	21		300	31	31															
TOME_OF_FORBIDDEN_TRIVIA_3_ORDER	GEAR	PURPLE	64	R1_0	46,975	530,500	515	1,400	480		16	24		400	41	41															
TOME_OF_NASTY_BEHAVIOR	GEAR	PURPLE	61	R1_0	35,350	460,000	455	1,500	340		25	25	25	250	30	60															
TRIASSIC_TRINKET	GEAR	CYAN	129	R2_14	138,000	4,304,000	960	5,000	500																333		333				
TUNNEL_VISION	GEAR	ORANGE	106	R2_8	468,750	2,405,500	3,275	3,500	500									60							20						
UNICORN_PUKE	GEAR	ORANGE	89	R2_2	120,000	1,424,500	1,535	2,400	500		95																				
UNTESTED_JETPACK	GEAR	ORANGE	93	R2_3	62,500	1,615,500	275	2,700	100				120																		
UPHOLSTERED_THRONE	GEAR	ORANGE	110	R2_8	375,000	2,673,500	830	3,500	500			150			375							100		50							
VAMPIRE_BUNNYEARS	GEAR	GREEN	25	R1	1,025	31,750	75	350	15								5		75			40	16								
VANISHING_SCROLL	MISC	ORANGE		R2_17	10,000	10,000	100	1,000																							
VIP5_CONSUMABLE	MISC	PURPLE		R1	25,000		100	500																							
VOID_DUST	MISC	GREEN		R1_0	600	1,200	1	5	10																						
VOLATILE_SMOOTHIE	GEAR	ORANGE	104	R2_6	100,000	2,258,500	275	3,250	100		20							75			400										
VOLCANIC_ORE	TRASH	PURPLE		R1	50,000	100,000	10	100																							
VORPAL_BOOMERANG	GEAR	PURPLE	49	R0_3	10,500	236,500	215	1,000	100										125												
WAND_OF_GOLD_SPARKLES	GEAR	GREEN	11	R1	500	2,800	9	45	5							30															
WAR_SANDALS	GEAR	ORANGE	83	R2_1	40,625	1,150,500	275	2,000	100				30	900																	
WARRIORS_HELMET	GEAR	RED	153	R2_20	1,494,000	14,950,000	2,300	12,940	500								500												180		
WICKED_MULLET	GEAR	PURPLE	81	R2_1	121,875	1,079,500	2,280	1,800	500			65																			
WILDYS_HAT	GEAR	CYAN	147	R2_18	876,000	8,775,000	1,350	6,750	500		200			15000										280							
WIZARDY_FOR_IDIOTS	GEAR	PURPLE	72	R1_3	25,000	753,500	630	1,600	100			10																			1
WORLD_EGG	MISC	ORANGE		R2_17	10,000	10,000	100	1,000																							
WRAITH_BARRIER	GEAR	CYAN	138	R2_16	174,000	5,269,500	1,300	5,500	500					15000										100						260	
YA_VAMPIRE_SERIES	GEAR	GREEN	11	R1	450	2,800	9	45	5														15								
YODELING_SWORD	GEAR	ORANGE	80	R1_4	75,000	1,033,500	810	1,800	500		20		80	260	90															12	
